4
3
6
0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
0,0,12,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,11
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,5,5,5
0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
