4
3
6
0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
