3
3
5
0
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,12,0,0,0,8,0,0,0,0,0,0,0,11,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,7,7,7,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,7,7,7,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,7,7,7,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,7,7,7,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,7,7,7,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,4
2,2,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,4,4,4
